BICR31_UPPER_AERODIGESTIVE_TRACT,CAOV3_OVARY,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,SKMEL2_SKIN,SKMEL3_SKIN
20,1,43,64,3
15,3,33,22,2
0,0,3,0,0
0,4,6,3,10
0,6,22,15,45
63,15,63,28,11
0,0,2,0,0
0,0,0,0,0
15,0,32,0,0
9,0,13,0,0
39,11,50,27,2
14,6,15,43,21
0,11,12,20,0
0,1,7,18,0
0,5,4,16,0
0,0,0,0,0
0,1,8,20,0
7,1,11,5,5
0,0,1,0,0
44,17,0,170,0
10,8,0,93,0
22,17,34,179,1
22,11,0,186,0
17,13,36,169,0
21,7,47,140,0
79,0,0,176,0
42,0,0,53,0
39,0,0,43,0
0,0,0,1,0
0,0,0,0,0
6,2,0,41,1
1,84,0,53,1
532,46,209,122,89
534,43,213,116,89
0,60,0,0,0
1,30,0,0,0
366,123,125,115,29
0,20,0,0,0
0,0,0,0,0
0,2,0,0,0
3,0,0,0,0
2,0,0,1,0
4,0,0,3,0
6,0,0,0,0
6,0,0,1,0
3,0,0,0,0
8,0,0,3,0
4,0,0,0,0
0,0,0,0,0
3,0,0,9,0
0,0,0,0,0
0,0,2,0,2
2,0,4,3,4
2,0,4,0,3
238,0,24,6,69
227,0,21,6,57
7,0,3,6,8
6,0,6,4,8
10,2,4,16,17
3,0,3,6,28
15,4,4,22,49
4,3,0,9,3
0,0,0,0,0
0,0,0,0,0
2,0,3,0,1
14,0,0,2,3
0,0,2,5,0
0,0,5,1,0
0,0,1,0,0
7,1,2,2,0
9,2,1,2,0
0,0,0,0,0
1,0,150,21,7
7,12,15,7,0
0,9,11,21,19
8,18,13,10,11
0,0,1,1,0
427,52,4,1,1
372,42,1,6,1
349,43,0,2,1
3,6,0,0,0
0,0,0,0,0
0,0,0,0,0
564,33,0,2,0
156,78,107,249,5
1,0,0,0,0
801,586,375,470,9
3,0,17,17,16
15,17,15,39,16
5,15,16,41,11
10,9,17,28,12
12,13,11,30,6
17,14,16,32,13
14,5,15,44,28
6,14,15,55,7
6,5,5,29,5
3,1,0,17,0
8,6,6,36,5
3,6,5,16,3
7,13,10,38,8
0,5,3,19,3
8,12,9,30,12
89,41,102,143,87
0,1,46,143,8
0,0,7,29,0
0,1,0,2,0
0,0,0,7,0
0,0,51,16,0
0,0,7,10,0
1,0,193,309,12
0,0,4,31,2
0,0,2,19,1
11,1,3,45,1
0,1,0,7,3
0,0,0,0,0
36,14,21,29,17
0,12,4,40,11
0,10,4,23,13
0,64,36,125,107
0,1,0,0,0
0,41,26,93,64
0,30,29,86,60
0,32,29,68,60
0,34,23,74,55
0,23,9,93,41
0,34,19,87,61
0,33,28,88,70
0,43,28,79,73
0,57,28,115,76
0,39,29,69,61
0,42,17,126,62
39,37,17,58,2
0,27,9,61,39
0,33,10,80,47
0,28,6,87,31
0,15,11,106,25
20,11,7,37,0
0,18,8,51,30
0,17,8,54,29
0,32,30,65,53
0,1,0,0,0
17,13,6,38,3
0,24,11,86,57
0,0,0,0,0
0,22,14,80,32
0,22,19,45,45
0,0,0,0,0
63,25,26,65,0
95,41,26,0,0
1,0,0,2,0
0,0,0,4,2
1,0,1,0,0
3,0,1,3,0
20,0,1,0,0
21,2,1,8,0
20,1,1,7,0
22,1,13,15,5
4,0,0,4,3
17,0,1,6,0
8,0,0,0,1
11,0,0,0,0
27,1,1,5,0
63,4,5,23,14
18,0,3,0,0
12,2,5,7,2
8,1,1,22,1
4,0,0,4,1
0,0,0,2,0
1,0,0,1,4
4,0,0,0,0
5,1,1,9,4
14,2,1,16,0
5,0,3,0,0
5,0,3,0,0
65,0,6,0,0
37,0,1,0,0
16,0,0,0,0
15,0,0,0,0
4,0,3,0,0
1,0,0,0,0
1,0,0,0,1
2,0,0,0,0
0,0,0,0,0
2,0,0,0,0
0,0,0,0,0
606,1,270,0,1
141,0,64,1,1
248,0,90,1,3
168,1,98,0,0
0,0,0,0,1
97,11,8,0,0
61,0,0,0,0
50,5,2,0,0
25,0,0,0,0
4,0,0,0,1
5,0,0,0,0
8,0,0,0,0
0,0,0,0,0
104,0,0,0,1
0,0,0,0,0
0,0,0,0,1
14,10,1,6,3
21,10,6,17,8
41,8,5,18,14
0,3,1,0,14
0,2,1,1,6
11,0,0,11,5
9,11,0,13,5
0,19,0,0,14
0,11,2,0,8
17,9,0,14,8
0,3,2,1,7
27,6,2,9,7
13,4,1,8,6
0,7,0,0,19
0,19,0,0,30
0,19,8,0,28
0,19,8,0,28
0,20,0,0,29
0,16,0,0,33
0,23,6,9,38
0,11,0,0,0
0,13,0,38,0
0,6,0,0,0
23,4,2,87,24
0,4,0,0,0
0,3,1,19,0
146,49,16,39,135
1,63,19,80,146
0,0,0,0,0
0,0,0,31,0
0,0,0,10,0
0,0,1,9,0
5,1,1,18,1
0,0,0,28,0
0,0,0,1,1
0,0,0,5,0
0,1,0,0,0
0,27,0,0,0
44,24,5,35,35
0,20,3,36,0
0,0,1,0,0
0,2,0,0,0
0,3,0,0,0
0,0,0,0,1
0,0,0,0,0
0,7,0,0,0
0,0,0,0,0
283,65,2,11,1
0,0,0,0,0
0,0,0,2,2
13,3,0,29,0
1,2,0,0,0
2,1,0,2,0
41,58,197,1,0
0,0,0,0,0
0,1,0,0,0
0,0,0,0,0
0,1,0,1,1
0,0,0,2,0
0,0,0,0,0
0,0,0,1,0
11,10,0,90,8
0,0,0,0,0
53,0,4,21,1
42,1,0,12,2
7,0,0,0,3
2,0,2,0,0
0,0,5,0,0
26,20,5,37,15
30,3,6,0,0
1,3,0,0,0
180,65,57,176,95
0,2,3,8,8
1,2,0,0,6
0,1,0,0,4
0,0,0,0,3
0,0,0,0,3
0,0,0,0,3
3,2,0,4,8
0,0,0,0,1
0,0,0,0,15
133,1,118,183,367
0,0,0,0,0
2,0,5,0,2
2,0,0,0,0
9,0,0,9,0
22,0,0,4,0
3,0,0,0,1
0,0,0,0,0
2,0,0,0,0
0,0,0,0,0
0,0,1,0,0
3,11,35,0,0
0,0,0,0,0
16,0,95,28,0
0,6,8,1,0
11,0,2,3,0
0,3,1,1,0
0,0,1,1,0
0,0,0,0,0
0,0,0,0,0
3,0,0,0,1
2,0,0,0,0
9,0,0,0,0
10,0,0,0,0
0,51,28,94,35
162,0,21,94,45
10,4,2,26,6
3,1,1,0,1
55,13,17,42,9
6,584,5,0,13
4,4,0,0,0
27,6,0,0,0
7,6,0,1,0
1,1,0,0,0
1,0,0,0,0
0,184,2,467,1
3,0,0,0,0
3,0,0,0,0
17,0,0,0,0
15,27,19,0,0
478,173,131,0,295
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
117,0,14,0,46
88,10,43,6,58
34,40,10,10,30
10,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,3,5,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,7,13,9,16
0,0,0,0,0
0,0,0,0,0
5,3,14,9,1
2,3,10,36,3
4,3,6,14,5
3,1,3,13,5
0,1,0,0,0
0,0,2,0,1
0,45,19,21,24
0,0,0,0,0
0,0,10,70,0
0,1,3,30,0
1,6,3,47,4
0,0,6,31,2
1,1,0,10,3
0,0,3,18,0
0,0,0,0,0
0,0,5,11,0
1,1,5,54,1
5,1,3,42,17
3,1,2,23,12
4,3,1,24,2
3,2,2,30,4
0,0,0,2,0
121,0,67,1,1
220,85,0,40,43
0,0,0,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,1,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,7,13,1
0,0,0,0,0
0,0,0,0,0
0,2,8,22,1
0,3,0,0,0
0,0,2,5,0
0,0,0,0,0
0,0,0,0,1
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,1,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,2,0,0,1
3,2,4,0,1
1,0,3,27,4
0,0,0,10,2
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,11,0
2,1,360,523,2
11,3,5,2,12
17,2,1,0,0
11,1,4,0,0
0,0,0,0,0
0,0,0,0,0
214,101,68,0,9
336,0,82,118,155
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
6,2,6,4,8
6,2,4,7,8
5,3,9,5,2
2,8,3,5,12
425,137,187,82,257
0,1,0,0,0
7,0,3,4,0
3,0,3,3,7
2,0,0,2,0
0,0,1,0,0
0,0,0,0,0
0,0,0,0,0
3,0,9,0,0
0,0,28,29,34
0,0,26,43,37
0,0,21,48,39
0,0,11,52,35
0,0,9,17,10
0,0,11,21,12
0,0,16,21,29
0,0,16,30,41
0,0,25,46,25
0,0,4,13,9
0,1,1,10,30
0,1,3,4,41
0,0,0,0,0
0,0,0,0,0
0,0,10,17,0
0,0,0,0,12
0,0,6,4,0
0,0,0,0,0
0,0,0,13,8
0,0,0,10,23
0,0,17,24,1
0,0,9,27,1
0,0,17,36,0
0,0,6,28,0
0,0,2,2,0
84,0,15,25,3
42,0,3,7,1
14,0,0,5,0
15,0,2,14,0
19,0,15,16,5
17,0,14,16,5
0,0,0,0,0
8,0,9,11,0
49,10,13,26,1
23,2,2,10,0
9,0,9,8,0
9,4,4,7,5
4,2,0,1,3
6,3,4,13,0
6,4,8,13,0
3,2,2,17,0
0,11,2,8,0
2,0,3,12,0
18,2,12,16,7
5,5,6,12,0
4,5,4,20,2
40,3,19,34,9
23,5,10,20,9
30,9,9,15,11
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,0,0
16,2,1,0,4
0,8,5,35,0
0,7,6,28,0
0,4,1,14,0
1,8,2,15,0
0,4,2,19,0
0,2,3,17,1
0,0,0,0,0
0,2,1,19,0
0,4,2,22,0
0,0,0,0,0
0,4,2,0,0
0,2,1,0,0
0,1,1,0,0
2,6,2,19,2
0,5,3,26,0
0,3,8,21,1
0,2,8,13,1
0,9,0,25,2
0,5,12,0,0
0,30,22,49,3
0,28,31,85,40
0,13,18,59,4
0,11,6,16,0
9,6,10,18,9
0,4,10,9,1
5,2,0,2,5
17,5,3,11,14
0,2,13,0,0
13,1,14,27,13
39,12,30,72,27
31,13,28,57,24
0,13,25,0,0
33,14,17,43,44
45,24,24,37,36
0,1,0,10,0
0,1,8,12,0
43,3,11,25,10
0,5,7,0,0
10,0,3,5,2
0,2,0,6,0
0,0,1,5,0
0,1,1,15,0
12,1,1,7,5
0,1,0,16,0
0,0,0,10,0
3,3,1,3,2
3,3,1,3,2
0,2,1,6,0
0,0,3,18,0
0,0,0,5,2
0,0,0,1,0
16,0,17,32,47
6,0,6,0,0
23,0,30,81,67
0,0,0,0,0
0,0,0,0,0
1,0,4,6,1
2,0,3,6,3
0,0,0,0,0
0,0,0,0,0
1,0,0,0,1
46,14,25,32,1
0,0,0,0,0
12,11,27,54,32
0,0,0,0,0
2,0,2,1,4
66,51,12,158,78
1,0,3,5,11
4,5,0,15,57
2,2,0,14,56
12,2,7,25,1
5,1,0,6,44
11,4,0,8,59
8,5,0,11,59
4,3,0,9,30
1,0,2,0,0
0,0,1,0,0
4,2,2,6,6
0,0,0,0,0
0,1,0,0,0
1,6,0,3,5
0,1,3,0,0
0,1,5,0,0
0,0,0,0,0
0,0,0,0,0
0,0,1,0,0
0,7,11,0,0
0,4,11,18,1
0,5,10,0,0
0,9,9,0,0
0,9,22,46,0
0,5,11,0,0
19,12,0,72,9
0,3,11,0,0
0,5,14,0,0
0,5,18,0,0
24,13,22,39,18
0,2,12,0,0
0,6,17,0,0
0,0,0,0,0
0,0,0,0,0
5,0,0,19,11
0,1,5,0,0
0,0,4,1,0
25,14,52,41,31
0,1,2,0,0
89,14,23,43,95
0,11,22,1,0
0,8,21,0,1
0,8,19,0,0
0,1,0,0,0
0,0,1,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,2,1
0,1,0,0,0
37,9,21,34,34
4,5,1,7,9
3,5,1,7,9
0,1,0,0,0
0,0,0,0,0
0,8,0,0,38
0,19,0,0,86
64,7,0,102,119
0,0,0,13,1
2,6,28,70,56
0,0,0,40,1
11,7,7,45,17
0,0,0,4,0
42,15,11,35,33
66,19,17,58,46
20,15,8,36,1
34,16,16,50,0
43,15,17,91,0
6,1,0,4,0
3,0,2,8,0
0,0,0,0,0
0,1,9,6,0
0,1,2,0,0
1,0,4,6,1
1,0,0,3,0
69,15,25,57,45
70,16,25,56,45
45,8,18,14,2
2,2,1,1,0
50,17,14,20,1
36,14,7,13,7
4,3,1,3,5
4,1,1,1,4
6,4,1,6,10
2,0,2,1,1
11,2,1,9,3
7,4,3,4,1
8,2,2,3,2
3,0,3,5,3
5,0,0,2,0
3,0,0,0,7
3,1,0,4,0
2,1,0,3,1
5,0,1,6,5
3,0,2,1,0
5,1,1,2,4
0,0,0,0,1
2,1,0,1,4
6,0,0,9,3
75,7,7,28,14
99,11,10,53,0
6,0,1,15,0
9,0,0,16,0
14,3,2,10,0
0,0,0,0,0
0,0,0,0,0
26,12,18,161,2
21,10,12,87,2
13,7,11,23,12
10,5,8,20,14
4,0,0,23,1
12,10,15,128,23
3,2,4,22,8
3,0,0,14,9
23,21,0,92,31
28,22,26,97,36
14,5,20,64,17
10,4,19,46,11
10,4,14,9,4
10,4,13,20,6
10,6,3,24,14
11,1,29,139,115
11,1,26,125,102
7,2,3,7,6
5,3,4,11,4
3,0,2,5,3
0,0,1,16,7
0,0,0,0,0
2,0,1,21,11
16,0,16,14,7
15,0,9,17,4
15,0,11,16,5
1,0,3,6,0
3,0,0,6,6
3,0,1,6,2
80,17,23,255,94
116,19,44,184,74
81,13,30,96,79
55,6,11,105,38
71,7,14,124,39
87,12,34,94,41
46,5,15,60,30
72,7,22,86,38
96,15,33,112,50
93,14,35,116,45
65,8,38,127,45
57,11,33,98,35
85,19,35,182,42
28,1,19,118,26
10,3,6,44,14
74,9,18,110,40
58,8,14,72,23
54,11,22,101,19
54,13,29,121,43
53,15,27,118,42
57,17,29,123,52
65,16,27,171,66
63,10,28,168,63
0,0,24,94,102
70,7,26,131,39
71,9,24,140,35
42,3,10,112,18
38,3,12,82,15
10,2,2,48,15
7,0,3,19,12
11,0,2,13,13
1,2,2,62,21
29,4,20,59,28
19,2,14,35,24
14,2,11,44,16
17,1,15,37,10
28,2,8,50,13
20,2,8,94,19
45,9,12,101,27
39,9,11,115,31
79,13,21,169,48
86,15,26,168,48
82,26,18,188,94
66,12,27,153,37
94,11,31,157,48
21,7,6,67,21
18,2,9,15,13
19,1,8,18,15
12,0,2,11,6
13,1,8,21,9
17,3,13,37,12
17,4,3,55,19
1,0,3,14,2
2,0,2,12,2
29,2,10,59,22
31,0,12,37,19
38,5,17,61,26
16,5,15,29,20
25,5,10,41,23
36,8,29,51,40
33,5,26,46,28
50,9,37,64,37
73,10,42,124,56
75,10,47,93,42
58,10,40,72,39
61,7,27,92,41
67,6,30,82,37
56,3,28,68,37
52,3,23,69,24
21,1,13,39,18
17,2,10,57,14
24,0,21,0,42
19,4,9,124,13
7,0,5,11,5
19,1,9,67,19
46,3,25,85,33
2,1,0,5,14
8,0,0,11,2
13,1,1,12,6
43,5,13,20,26
22,6,15,23,22
15,1,8,6,8
15,4,4,6,10
30,6,10,6,26
3,3,7,16,7
14,5,12,15,13
19,10,16,11,19
0,0,0,0,11
7,2,7,38,12
7,2,6,39,13
4,0,4,26,12
17,4,9,9,1
22,11,5,26,1
1,0,3,3,3
2,1,4,14,3
4,2,9,20,7
1,3,3,8,4
34,11,15,37,0
10,10,0,20,0
3,8,8,7,12
9,3,9,25,20
1,1,4,3,4
11,3,12,20,12
2,2,4,9,3
12,4,5,16,24
13,10,6,47,1
10,6,8,17,17
4,2,2,9,5
2,0,0,14,8
1,2,2,3,3
1,0,1,2,8
3,3,5,15,9
6,4,9,38,14
1,1,3,6,10
46,21,20,105,2
55,16,12,41,15
1,1,0,6,0
2,1,2,6,4
1,0,0,6,0
3,0,2,10,5
0,0,0,0,0
1,0,0,3,0
21,19,17,102,0
0,0,0,0,0
19,9,14,14,0
0,0,4,0,15
0,0,6,1,4
3,1,6,0,9
0,1,2,0,12
0,0,3,0,4
0,0,4,0,14
2,0,10,15,8
0,0,6,7,17
0,0,4,9,7
0,0,1,1,2
1,0,5,7,14
0,0,7,3,2
0,0,4,3,0
0,0,0,0,4
0,0,0,4,0
0,0,0,0,0
0,0,0,0,0
0,0,0,1,7
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
7,2,11,23,41
3,6,13,39,0
11,4,2,65,5
2,2,5,6,0
12,4,8,13,7
6,6,6,12,0
0,1,3,7,0
0,3,3,6,0
3,2,2,7,6
1,1,4,6,1
1,0,0,0,2
0,2,4,13,0
0,3,3,12,0
0,3,3,12,0
3,4,2,21,0
1,1,1,8,0
0,2,2,10,0
0,4,2,10,0
2,1,7,25,0
0,0,0,0,0
2,2,5,12,0
1,0,0,5,0
43,13,52,80,53
2,3,4,5,2
3,1,3,6,4
3,0,5,9,4
61,0,34,146,0
36,1,33,85,0
32,0,26,45,0
0,0,1,4,0
0,0,1,3,0
9,2,1,3,2
3,0,4,2,0
2,0,2,6,0
5,1,2,3,0
5,0,3,1,0
4,0,0,1,0
0,0,6,9,0
1,0,2,5,0
1,0,2,5,0
3,0,0,9,0
0,1,3,5,0
1,2,1,4,0
1,2,0,6,0
1,1,2,6,0
0,1,0,6,0
0,3,0,6,0
6,2,2,8,0
4,2,2,9,0
3,3,3,9,0
0,3,0,2,0
4,0,1,11,3
1,0,0,11,0
1,0,2,3,0
8,2,4,4,2
26,0,7,13,1
29,0,8,7,0
3,0,9,1,0
3,0,7,9,0
3,3,6,20,11
4,0,8,1,0
14,0,8,16,0
8,0,1,11,0
13,0,5,15,0
13,0,1,7,0
6,1,1,19,0
5,0,10,22,0
0,0,0,0,0
6,2,0,7,7
6,7,1,10,16
15,3,4,10,14
20,4,5,18,18
8,2,7,10,13
1,3,6,4,7
19,8,9,26,7
848,470,552,832,864
11,7,12,24,29
1,2,5,10,8
6,3,3,6,10
134,45,52,77,117
134,45,52,76,117
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
136,14,2,51,0
38,9,0,20,0
11,2,0,1,0
3,0,0,8,0
6,2,0,3,0
0,0,0,3,1
5,4,6,9,3
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
14,2,8,0,0
19,7,8,23,10
0,0,0,0,0
3,1,1,12,8
3,14,7,13,8
6,8,1,12,10
12,8,10,46,22
5,7,1,31,7
3,2,0,13,6
5,6,7,63,9
4,8,2,16,6
0,2,6,12,3
0,0,0,0,0
12459,6714,2461,6199,5047
5,3,0,0,1
7,6,17,20,23
50,15,29,0,1
72,2,18,0,0
63,19,31,0,3
65,5,22,0,0
63,6,30,0,0
62,15,27,0,1
66,18,34,0,1
107,21,45,1,5
99,24,26,0,1
117,20,38,0,0
107,32,53,0,5
129,19,50,0,0
114,22,36,0,0
98,14,26,0,0
38,25,26,85,183
19,7,12,0,0
4,3,5,0,0
0,0,2,0,0
2,3,4,0,0
11,3,4,20,8
77,22,17,51,25
0,0,1,0,0
8,1,2,13,4
0,1,3,0,0
1,2,8,1,0
0,0,0,1,0
0,0,0,1,0
0,0,0,0,0
0,0,0,0,0
0,3,4,0,0
0,0,0,0,0
0,10,28,0,0
1,5,2,0,0
1,5,2,0,0
53,52,34,1,2
1,0,0,0,0
0,0,0,7,0
3,4,0,3,0
0,0,0,0,0
0,0,0,0,0
45,1,19,13,32
0,0,0,0,0
0,0,0,0,0
0,0,1,0,4
39,60,13,137,55
2795,1686,554,2185,1164
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,1
67,1,12,36,17
11,4,6,39,6
11,8,9,26,4
2,3,8,10,5
0,0,0,0,1
16,18,10,82,8
20,23,9,76,9
16,8,10,40,0
15,11,7,61,14
7,27,15,0,0
10,11,13,0,0
7,15,5,34,10
34,0,13,83,27
21,0,5,48,11
18,34,25,0,4
0,0,0,0,0
0,0,0,0,1
0,0,0,0,7
0,0,0,2,0
1,0,1,0,0
0,0,0,0,1
0,1,0,0,1
106,35,36,73,36
47,12,19,60,28
78,22,33,70,35
187,48,54,77,60
0,0,0,0,0
0,0,0,0,0
1,0,0,0,3
62,39,48,31,29
0,0,0,0,0
199,70,34,12,36
0,1,0,0,0
0,16,0,0,0
18,9,7,9,15
6,1,5,0,8
0,3,0,3,0
0,5,0,0,0
0,10,0,15,1
0,1,0,0,0
0,6,0,5,1
0,0,0,9,0
0,0,0,0,0
0,26,0,36,6
0,13,0,0,5
0,10,0,0,11
30,5,11,5,15
18,4,12,9,21
0,5,0,10,3
0,0,0,0,0
281,137,241,84,240
0,4,0,0,1
0,7,0,0,2
0,10,0,0,10
0,7,0,0,1
1050,520,832,532,1235
0,1,0,4,0
0,2,4,0,0
0,0,1,0,0
0,2,1,0,0
0,0,0,0,0
0,0,1,0,0
0,10,15,1,8
0,5,14,0,0
0,0,2,0,0
0,0,0,0,0
3,2,1124,0,177
0,0,381,0,0
0,2,561,0,87
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
0,0,3,0,0
0,0,0,0,0
0,0,0,0,0
2,290,0,1,0
0,0,10,15,0
0,63,119,171,112
0,0,0,2,0
0,0,0,1,0
0,0,0,2,0
0,0,0,1,0
0,0,0,1,0
0,0,0,1,0
0,0,0,1,0
0,0,0,1,0
0,0,0,3,0
0,0,0,3,0
0,0,0,2,0
0,0,0,1,0
0,0,0,0,0
0,0,0,2,0
0,0,0,4,0
0,0,0,3,0
1,11,1,47,1
1,0,0,4,0
51,5,65,1,90
0,5,20,14,62
61,8,79,64,145
0,0,2,3,17
0,0,2,3,17
2,2,0,19,25
2,3,1,22,17
0,0,2,0,3
0,1,2,9,2
11,0,11,15,36
1,5,16,21,22
0,2,5,8,10
6,2,16,12,12
0,1,14,12,15
0,1,15,19,22
2,1,9,25,10
0,2,14,8,9
0,0,0,0,0
0,0,8,10,7
0,5,9,10,7
2,4,12,12,3
3,4,14,11,3
1,1,6,4,4
0,15,71,39,54
0,0,13,3,3
91,124,105,29,225
103,123,117,36,237
419,386,489,178,1120
370,439,464,117,1034
474,460,548,239,1299
0,493,780,235,1494
0,6,6,0,17
0,4,0,10,0
0,9,2,11,16
4,4,0,6,0
0,4,0,2,0
0,8,0,5,0
0,3,0,1,0
0,1,6,0,0
0,3,30,32,95
30,31,29,117,152
37,46,40,115,160
1,0,0,206,421
104,47,89,256,376
48,61,39,139,129
48,56,43,138,162
2,25,39,162,134
24,33,18,105,108
30,42,19,119,130
22,18,12,96,79
5,134,252,541,560
0,0,0,6,4
2,1,5,0,0
2,1,5,0,0
72,68,0,208,95
75,63,63,124,1
81,20,74,278,81
0,0,0,0,0
58,26,85,227,110
40,40,44,134,0
1,0,0,0,0
18,0,0,0,0
56,0,0,0,0
0,0,0,0,0
6,6,0,29,20
1,9,0,22,14
1,10,0,23,13
0,0,0,0,0
0,0,0,0,0
9,27,10,58,41
0,29,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,13,0,5,1
0,12,0,6,0
0,12,0,7,0
0,15,0,7,0
0,14,0,7,0
0,26,0,8,0
0,0,0,92,0
0,0,1,0,1
0,9,1,80,507
0,12,0,116,299
0,0,0,0,0
0,0,0,5,0
0,4,2,10,0
0,0,0,3,0
0,0,0,0,0
0,1,3,22,1
0,0,1,0,0
0,2,0,2,0
0,0,0,0,0
0,5,31,0,23
0,0,1,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,1,6,0
0,0,0,0,0
0,0,0,0,0
163,168,130,267,7
0,0,0,44,143
0,21,32,0,0
8,3,2,1,29
13,14,0,31,29
0,0,9,13,3
0,0,23,15,10
7,3,9,18,8
0,0,4,6,2
5,1,4,4,1
0,0,7,21,2
0,0,5,16,3
6,1,5,28,2
0,0,3,9,1
0,0,6,1,4
0,0,2,4,0
0,0,1,3,0
0,0,0,0,0
0,0,2,3,1
0,0,0,4,0
0,1,2,1,0
0,2,0,2,1
0,4,5,4,0
0,0,4,3,0
0,0,2,4,0
0,22,28,114,5
0,63,67,174,14
1,72,59,142,16
0,1,49,211,19
0,0,12,10,0
0,0,1,9,0
0,0,80,189,25
1,1,6,10,4
0,0,11,18,2
0,0,5,3,1
0,0,5,4,1
0,0,2,6,0
0,0,1,3,1
0,0,5,4,0
0,0,0,0,0
0,0,39,0,0
0,0,3,2,1
0,0,0,0,0
0,1,13,8,1
0,4,1,10,0
6,72,44,226,10
0,0,0,0,0
0,0,0,0,0
0,1,4,6,0
6,3,0,8,10
0,24,0,0,0
0,0,0,0,0
1,33,43,0,0
0,33,41,0,0
0,4,3,0,0
0,0,9,0,0
0,0,5,0,0
0,0,0,2,5
2,0,4,3,9
0,31,42,1,0
98,65,63,66,106
0,0,0,0,0
0,38,18,42,7
0,5,6,0,0
55,13,17,8,57
23,13,7,10,19
14,2,4,11,21
2,2,0,0,2
0,0,0,0,0
0,0,0,0,0
20,15,14,16,34
24,6,0,0,20
0,3,0,0,0
65,34,1,4,2
0,0,0,0,0
0,0,0,0,0
49,13,1,3,0
28,9,0,2,0
19,8,0,2,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,30,0,0,33
0,0,0,0,0
0,0,1,0,0
1,0,2,0,1
0,0,0,0,0
0,0,2,0,0
0,0,2,5,4
0,0,16,0,0
0,0,16,0,0
0,0,14,0,0
0,2,1,1,13
0,0,0,10,0
0,0,0,10,0
0,0,1,11,0
0,0,3,0,0
0,0,4,8,0
0,0,2,6,0
0,0,2,7,0
0,0,0,13,0
0,2,3,49,0
0,1,10,60,0
0,1,0,12,0
2,0,7,0,0
0,0,24,38,0
1,0,1,3,2
0,0,0,0,2
0,0,2,0,0
0,0,2,0,0
0,0,0,0,2
0,69,185,299,19
0,0,2,3,0
38,42,35,79,1
0,0,0,0,0
0,0,0,5,0
8,6,5,26,0
3,11,4,43,0
7,11,7,46,0
0,106,0,2,1
490,435,975,2111,585
7,2,2,14,0
335,205,452,1272,307
0,0,0,2,0
2,0,1,2,0
0,13,7,6,21
16,8,10,26,27
0,0,0,0,0
178,165,166,479,358
0,0,1,0,0
0,139,78,183,378
1,3,4,6,0
0,1,0,0,0
114,109,126,354,245
9,0,0,24,6
0,0,0,1,0
0,0,0,1,0
0,0,0,2,0
0,0,0,0,0
57,21,0,1,0
3,3,0,13,0
1,0,0,0,0
3,2,0,0,0
2,7,0,16,0
2110,2077,16,1577,10
2,0,0,0,0
2,0,0,0,0
5,2,0,0,0
2382,2128,14,3,13
3,1,0,0,0
1,1,0,0,0
0,6,0,0,0
1,2,0,0,0
1,1,0,0,0
1,2,0,0,0
1,2,0,0,0
0,0,0,0,0
0,2,0,0,0
0,3,0,0,0
1818,1636,4,1,2
0,0,0,0,0
1,0,10,0,0
0,1,0,2,0
0,1,0,4,0
2,1,0,6,10
129,31,33,64,63
0,36,0,0,0
1,169,82,128,1
67,77,72,178,187
0,6,3,11,0
3,0,5,7,14
0,0,1,2,9
48,55,49,160,111
0,0,0,0,0
80,55,23,0,0
65,60,23,0,1
5,1,0,0,0
0,0,0,0,0
0,0,0,0,3
43,33,48,112,232
41,12,267,194,810
5,3,62,56,128
0,0,3,123,140
0,0,0,2,4
0,0,1,72,5
0,0,0,114,13
0,1,0,83,6
