BICR31_UPPER_AERODIGESTIVE_TRACT,CAOV3_OVARY,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,SKMEL2_SKIN,SKMEL3_SKIN
0,0,0,0,0
1,0,0,5,0
0,0,0,0,0
0,0,0,1,4
0,0,3,3,7
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,1,0,0,4
0,0,0,0,0
0,1,1,0,0
19,21,0,0,1
0,0,0,0,0
0,0,0,0,0
4,0,2,10,16
1,0,0,0,14
0,27,22,133,87
0,27,51,101,173
33,24,12,64,45
0,25,35,99,92
37,25,15,80,44
0,3,1,3,5
3,4,1,0,1
1,1,20,0,28
0,35,22,0,21
24,26,7,1,9
0,0,0,0,0
8,2,0,1,13
0,0,0,0,0
0,0,0,0,0
16,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
12,0,0,0,1
1,1,0,1,0
17,0,0,11,0
0,1,0,3,0
1,0,0,84,0
0,0,0,0,0
2,0,0,3,0
0,2,2,2,1
1,0,0,3,0
0,0,0,9,2
0,2,8,15,5
0,0,0,11,4
1,0,0,8,1
60,0,1,120,1
79,0,3,301,2
2,0,0,6,0
1,0,0,1,0
0,0,0,10,0
0,0,0,8,0
2,0,0,5,2
0,0,3,7,15
0,2,3,7,8
1,1,2,1,11
0,0,1,5,3
0,0,3,5,9
0,0,2,9,5
1,0,2,6,6
0,0,0,5,7
3,2,33,19,67
6,3,29,16,67
3,1,4,2,20
2,2,7,8,10
0,0,0,2,7
0,0,0,2,7
0,0,6,0,13
1,1,2,0,5
1,0,0,2,2
2,0,0,3,3
2,0,0,7,4
1,0,0,9,5
4,0,0,5,5
0,0,0,6,6
0,0,0,9,1
2,0,0,5,0
0,0,0,0,0
2,0,0,2,6
2,0,0,3,6
290,0,0,278,182
149,0,0,155,117
134,92,82,142,220
127,0,1,95,103
79,0,0,62,36
38,27,34,41,26
37,0,0,26,21
57,0,0,52,27
61,0,0,44,39
62,0,0,68,38
50,0,0,50,34
48,0,0,62,34
45,27,18,42,90
1,0,0,2,2
3,1,2,0,2
3,0,0,2,1
0,23,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,1
2,0,0,0,0
1,0,0,0,0
0,0,0,0,0
1,0,0,0,0
1,0,0,0,0
0,7,0,0,0
0,0,0,0,0
4,0,0,0,0
4,2,0,28,0
0,0,0,2,2
3,0,133,198,109
16,1,28,264,40
18,11,57,243,48
0,0,0,0,4
0,1,31,48,98
3,0,44,68,172
2,0,55,234,158
0,0,5,0,5
14,0,0,5,0
0,0,0,0,0
0,1,1,0,0
0,0,0,0,0
13,35,95,34,157
28,38,90,54,146
8,36,88,30,137
34,56,161,76,277
0,48,107,1,109
0,0,0,0,0
62,52,34,112,205
0,0,0,4,0
0,0,1,2,8
1,0,0,4,7
36,0,86,176,259
37,0,97,167,281
194,69,6,1028,619
6,1,0,4,4
1,0,1,6,25
1,1,6,10,37
3,0,7,12,17
0,2,3,13,12
0,1,3,16,2
0,1,3,18,13
0,0,3,18,6
0,0,0,0,0
1,3,2,15,13
146,91,0,1,35
429,0,0,4,35
0,0,2,0,0
2,1,3,0,1
198,349,181,2,0
0,0,54,0,1
40,8,1,0,3
0,0,0,0,0
82,1,6,0,15
0,0,0,0,0
3,0,43,1,0
6,0,55,0,0
6,0,52,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,21,79
0,0,0,2,0
0,0,0,0,0
195,36,229,224,128
73,9,93,92,59
18,0,25,31,16
34,6,60,26,31
15,2,22,5,15
21,2,34,5,17
6,4,12,9,9
9,2,10,9,8
8,0,12,15,8
10,0,16,10,4
11,1,13,14,8
24,1,28,35,20
22,1,24,56,19
37,4,52,255,30
33,4,52,259,28
35,2,47,261,25
0,0,0,0,0
1,0,0,1,0
10,0,3,1,11
20,1,16,14,32
0,0,0,3,1
59,0,34,59,58
0,0,1,2,1
0,0,0,1,0
1,0,0,0,0
0,0,0,4,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,9
0,0,0,0,0
0,0,0,0,2
0,0,0,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
32,5,60,254,45
0,0,0,0,0
0,0,0,13,6
1,0,18,4,0
5,0,0,15,6
2,0,14,21,0
5,0,17,27,0
22,23,57,225,89
3,7,0,0,1
12,18,0,4,0
18,25,0,1,1
21,35,0,2,1
0,0,0,10,0
0,1,0,15,0
2,12,0,5,2
2,12,0,5,0
0,0,0,3,0
2,11,0,5,0
7,30,1,1,0
11,49,1,3,1
0,0,0,10,0
0,0,0,1,0
0,0,0,1,0
1,0,0,8,0
4,0,2,20,66
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,1,0,0,29
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
1,0,0,3,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
21,77,4,141,149
0,92,10,147,268
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2,0,0,0,0
0,0,0,0,0
0,0,1,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,1,0
29,2,0,0,0
0,0,0,0,0
23,0,0,0,0
17,1,0,0,0
19,0,0,0,0
5,0,0,0,0
0,1,0,20,0
8,6,13,22,9
0,0,1,0,1
0,0,0,0,0
2,2,3,0,0
3,0,0,0,3
0,0,0,0,0
2,0,0,0,4
0,0,0,0,1
16,0,3,0,5
22,0,0,0,6
0,0,0,0,0
1,0,0,0,2
0,0,0,0,0
113,64,203,83,135
200,69,217,134,385
91,0,58,150,218
76,68,114,138,1
1,1,3,4,8
0,1,4,3,9
1,0,0,0,4
456,190,434,218,811
9,0,0,19,0
13,0,0,0,0
9,0,0,1,0
0,0,0,338,0
23,16,15,14,14
0,38,1,0,0
0,0,0,0,0
0,0,0,0,0
13,0,17,0,0
17,0,15,0,0
26,0,16,0,0
12,0,20,1,0
636,182,864,1139,2049
0,0,4,14,9
0,0,2,11,11
0,0,4,0,9
3,1,7,21,35
0,0,7,5,9
2,0,1,4,16
2,0,1,4,15
1,6,7,17,28
0,0,3,7,17
0,0,1,0,0
3,0,8,10,17
3,0,5,6,23
7,1,5,19,49
2,0,3,10,32
23,7,57,100,112
1,3,0,0,0
5,15,1,0,7
1,9,0,0,0
3,8,0,2,1
2,2,0,1,2
9,11,2,8,6
17,18,0,0,0
16,11,2,0,2
14,0,1,2,0
33,20,1,27,1
2,1,11,0,22
0,2,20,0,31
0,0,11,3,23
0,0,0,0,0
0,1,10,3,17
42,14,85,32,147
31,28,285,74,340
31,24,237,81,301
49,29,216,0,284
44,23,276,0,305
43,28,438,152,533
45,28,447,157,544
51,33,326,0,321
109,49,357,92,398
0,0,3,0,0
0,2,17,8,42
4,1,18,6,45
0,0,6,0,22
0,0,5,0,0
59,42,587,180,625
1,0,5,0,6
0,0,2,2,6
0,0,0,0,0
3,1,0,0,4
1,0,0,0,8
4,0,0,1,6
65,139,67,0,249
0,7,1,0,10
0,0,0,0,0
0,0,0,0,0
0,0,1,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,2,0,9
1,3,2,0,22
4,12,3,0,36
6,5,5,0,43
3,1,1,0,21
5,5,10,0,59
348,74,64,5,3673
149,23,23,0,1641
0,1,1,1,3
0,1,7,64,21
0,0,0,49,33
107,0,299,308,326
2,0,0,0,8
0,0,0,0,0
2,12,34,38,37
3,6,18,20,38
5,9,32,101,54
7,5,17,0,49
2,3,19,27,24
4,2,16,18,27
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,1
2,16,1,0,0
1,0,0,1,0
27,34,23,125,103
10,13,5,35,56
1,1,2,6,13
0,2,2,12,18
0,0,1,1,0
83,67,150,228,723
81,63,151,221,1
0,0,0,0,0
54,96,52,392,123
1,4,1,26,7
0,0,0,0,0
2,0,0,34,1
1,2,0,58,3
0,2,1,20,2
2,3,0,26,3
1,3,0,9,3
0,0,11,28,0
6,0,18,49,39
15,3,17,48,108
4,1,4,12,15
4,1,2,14,20
1,0,0,8,11
1,0,5,47,35
1,1,8,22,39
6,3,5,44,60
9,1,7,38,100
0,0,0,0,0
29,22,6,67,55
0,0,13,31,0
0,3,0,12,0
0,1,1,13,0
1,1,0,23,7
90,92,37,1115,159
2,9,1,24,25
10,23,17,132,43
16,16,22,142,88
4,2,2,28,9
2267,1452,3281,5561,6194
1,0,3,15,12
0,0,0,0,20
105,0,0,270,94
2,0,0,6,0
14,0,0,0,12
12,6,1,15,16
44,18,24,17,47
118,0,0,0,0
152,0,0,0,64
0,0,0,0,0
0,0,1,0,0
12,0,0,0,0
0,0,0,0,0
0,0,0,4,1
4,0,0,0,0
2,0,0,0,0
0,0,0,0,0
0,0,0,0,0
5,0,0,0,0
25,0,0,1,0
11,0,0,0,0
12,0,0,0,0
1,0,0,0,0
0,0,1,0,4
0,0,0,0,2
0,0,0,3,0
0,0,0,0,0
0,0,0,0,0
0,0,0,1,0
0,0,0,0,0
1,0,0,0,0
3,0,0,0,2
16,0,0,0,2
26,10,2,0,0
1,6,0,0,0
5,7,1,0,0
4,11,0,0,0
0,0,0,0,0
1,2,0,0,0
0,5,0,0,0
1,0,0,0,9
0,0,42,1,273
0,0,59,0,372
0,0,1,0,16
0,0,1,0,16
0,0,0,0,18
0,0,1,0,14
0,0,0,0,0
0,0,1,0,3
0,0,7,12,2
0,0,13,87,12
0,0,8,1,25
0,2,7,125,7
39,0,29,323,133
0,0,0,4,13
0,0,0,6,4
12,11,4,26,18
0,0,2,4,21
1,0,2,4,20
1,0,0,2,4
0,0,0,5,17
0,0,2,3,10
3,0,1,25,50
36,100,0,74,243
0,0,0,0,0
0,0,0,0,5
0,0,0,6,0
0,9,0,41,53
0,0,0,4,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,1,0,0
0,0,0,0,0
0,0,0,4,0
0,0,0,3,0
0,0,0,0,0
3,0,1,0,0
5,78,1,0,0
11,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
17,53,0,0,0
23,16,33,31,108
7,14,12,111,72
2,1,1,6,6
0,1,4,4,10
546,223,470,1,15
343,195,1,2,9
369,199,3,0,3
344,215,4,0,1
369,158,2,3,9
374,160,3,0,8
285,162,5,1,5
369,158,0,1,7
292,151,1,0,18
294,134,2,2,9
177,88,0,0,2
206,110,0,0,2
0,0,0,0,0
92,36,122,114,154
1,3,0,7,11
19,22,0,105,40
8,15,16,50,19
0,0,0,3,0
18,11,13,49,65
3,12,0,22,24
12,33,0,39,101
0,0,0,0,0
0,5,0,5,20
0,5,0,0,9
0,3,8,0,10
10,31,31,0,42
130,857,417,547,931
0,10,17,18,55
2,0,4,13,0
2,0,5,18,0
1,0,5,23,0
0,0,5,21,0
0,0,5,22,0
0,0,0,0,0
3,0,13,22,0
0,0,3,18,0
0,0,5,16,0
267,2,603,1223,2
0,0,0,8,0
0,0,1,11,0
0,0,0,1,0
0,0,1,6,0
0,0,1,6,0
0,0,0,4,0
0,0,3,4,0
0,0,1,3,0
1,0,5,9,0
0,0,2,3,0
0,0,1,12,0
0,0,0,11,0
0,0,1,14,0
1,0,3,8,0
0,0,1,3,0
0,7,2,32,38
0,0,0,0,0
2,0,14,49,0
1,1,0,3,6
0,4,2,21,22
0,0,0,11,9
0,0,4,9,0
0,0,0,0,6
0,0,0,1,9
1,0,11,8,0
1,0,14,11,0
0,0,27,30,0
5,0,37,35,0
1,0,13,9,0
0,0,3,5,0
0,0,17,19,0
0,0,15,26,0
0,0,9,4,0
0,0,0,0,0
0,0,1,11,0
0,0,1,7,0
0,0,1,6,0
0,0,0,4,0
0,0,0,5,1
294,584,198,427,1499
0,2,169,324,5
0,0,0,2,0
0,0,2,3,0
0,0,2,3,0
2,0,5,20,0
1,1,1,21,0
10,13,0,76,0
0,0,0,0,0
0,5,0,0,0
0,0,0,0,0
0,0,0,9,0
0,0,0,0,0
15,0,20,159,66
15,0,21,163,55
122,284,226,511,445
3,15,8,35,28
0,17,12,0,22
0,0,6,40,23
2,9,5,44,31
772,0,318,2488,674
1,0,4,7,1
1,0,4,9,4
1,2,12,11,3
0,0,3,10,1
0,0,0,0,0
114,88,161,198,100
0,0,2,4,1
1,0,11,4,0
0,0,8,6,1
0,1,1,1,0
0,159,97,3,234
0,155,100,0,235
0,0,2,0,0
1,0,4,0,0
1,2,6,0,0
0,2,3,0,1
0,1,3,6,0
0,2,2,0,0
141,129,248,320,185
0,1,6,0,0
1,2,14,25,6
2,7,20,26,5
0,2,4,0,0
0,4,14,0,0
0,7,5,0,0
0,0,0,0,0
0,0,6,0,0
0,1,3,1,0
0,1,3,0,0
2,1,4,14,7
2,0,7,12,7
1,174,126,0,256
0,30,41,0,0
0,121,83,1,143
0,69,68,0,0
1,77,75,0,1
0,173,68,2,168
35,75,63,137,58
0,204,153,0,262
66,132,146,185,122
0,0,4,0,0
0,0,4,1,0
0,0,2,0,0
0,0,0,0,0
0,0,5,0,0
16,5,13,5,0
32,3,18,6,5
0,0,0,0,0
0,0,2,0,0
0,0,0,0,0
0,6,29,0,22
0,0,0,0,1
1,1,17,5,3
0,0,15,0,0
4,1,33,47,13
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
13,7,56,174,25
2,19,53,1,41
37,15,109,110,50
53,19,117,122,55
28,8,29,88,63
0,12,29,0,32
6,3,14,41,45
0,1,26,0,0
6,3,14,39,28
0,7,36,0,23
53,26,116,139,110
1,1,6,65,7
0,28,72,0,66
4,9,8,18,1
0,34,47,2,49
22,18,99,196,37
2,36,49,0,51
0,0,2,0,0
0,25,38,0,63
26,12,24,141,59
37,10,36,225,103
0,43,76,0,68
42,16,107,191,43
0,10,6,0,13
0,0,0,0,0
0,5,21,0,14
18,3,62,37,15
0,5,36,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,4,3,2,0
37,119,111,107,0
0,1,0,0,0
34,128,123,144,1
153,358,254,281,784
1,8,11,18,20
0,0,0,0,0
1,3,4,8,37
3,4,0,24,30
3,3,0,16,24
1,4,0,14,13
0,0,0,22,12
0,0,1,0,0
0,1,0,7,3
0,4,0,13,8
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,7,7,1,0
0,0,1,0,0
0,0,0,0,0
1,0,0,0,0
17,0,0,0,0
1,0,0,0,0
0,0,0,0,0
3,0,0,0,0
0,0,0,0,0
1,1,3,0,0
0,0,0,0,0
0,0,1,0,0
0,0,0,3,0
1,26,40,0,2
15,4,35,37,80
0,0,0,0,0
5,7,6,24,0
3,0,1,18,0
0,0,0,0,0
1,7,12,29,0
0,0,0,1,0
2,3,49,8,69
4,4,0,11,57
4,6,14,18,38
309,235,0,579,1629
157,152,520,412,408
326,175,5,376,1352
0,0,0,23,31
2,3,0,19,17
0,0,0,18,13
0,0,0,8,19
0,0,0,0,12
0,0,0,1,0
0,0,0,0,0
0,1,0,341,259
0,0,0,8,8
0,0,0,9,1
0,0,0,1,5
60,85,154,175,279
0,1,4,8,9
0,0,0,0,0
0,1,0,2,11
0,0,0,0,10
4,0,12,0,45
4,0,11,0,43
2,9,0,0,1
8,9,13,23,10
59,89,194,292,167
73,125,276,405,215
34,75,79,272,74
95,129,298,427,565
0,0,10,13,2
87,142,265,610,205
99,134,24,166,150
0,228,47,113,1
0,1,0,4,0
0,0,1,6,0
1,24,24,37,1
0,9,13,15,0
36,47,7,111,44
0,17,0,92,0
0,16,18,125,1
0,20,0,153,0
0,21,0,126,0
11,41,3,142,0
0,48,8,95,1
13,48,10,76,0
0,19,2,38,0
0,0,0,0,0
0,0,2,5,0
0,0,0,0,0
2,2,3,9,0
2,2,3,9,0
0,3,0,9,0
0,0,0,0,0
0,2,0,0,17
0,1,0,0,15
0,0,0,0,0
0,1,5,0,16
0,2,1,0,9
0,5,0,18,0
0,3,3,0,35
1,4,6,2,31
0,0,0,0,0
0,1,1,13,0
0,0,4,0,28
0,3,2,11,0
2,3,16,32,0
0,0,0,0,0
1,4,5,0,25
1,8,20,33,0
0,0,0,0,0
0,0,0,0,8
1,0,0,0,113
0,0,0,0,0
0,0,87,106,88
0,0,86,71,80
0,0,0,25,0
2,6,6,44,12
0,0,0,41,0
0,0,0,0,0
1,3,0,13,10
3,0,0,6,0
0,0,0,0,0
0,3,0,5,4
0,0,0,0,0
0,2,1,2,4
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
250,240,764,1263,603
212,171,601,317,2
341,252,931,1240,752
0,1,2,23,3
3,5,8,2,0
279,244,847,1507,703
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2,4,19,21,16
0,0,0,0,0
4,7,34,25,28
1,2,18,34,12
3,3,9,2,5
0,0,0,0,0
0,0,0,0,0
0,0,0,0,21
0,0,1,0,15
0,2,352,12,780
0,0,2,0,18
0,0,11,1,15
0,1,405,0,876
0,0,441,0,963
0,0,394,0,866
0,0,375,7,1222
0,0,68,0,200
0,0,78,0,211
0,134,232,549,251
0,0,1,0,3
0,1,0,3,1
0,0,2,0,3
0,0,2,0,6
115,192,124,155,689
104,97,285,472,617
51,43,174,153,342
0,0,40,0,46
29,44,12,90,180
15,0,0,0,0
4,13,4,57,42
2,2,1,16,12
3,2,6,12,17
7,5,7,31,42
1,5,5,16,19
2,2,8,26,25
13,13,9,48,61
14,17,11,59,54
40,36,16,61,116
26,26,15,58,89
24,17,14,63,64
22,16,17,50,60
21,20,15,69,71
30,0,1,0,0
24,20,16,59,78
23,28,19,99,139
22,28,20,98,145
32,30,27,99,174
59,71,40,99,155
73,121,51,154,390
115,184,88,171,345
0,0,0,4,9
0,0,0,8,0
0,0,0,4,5
0,0,0,5,6
0,0,0,6,0
0,0,0,5,4
0,0,0,5,12
0,0,0,4,7
0,0,0,3,0
0,0,1,6,17
0,0,0,21,34
0,0,0,17,20
0,3,4,27,38
1,2,5,28,61
11,10,12,40,85
0,7,4,41,42
0,0,0,15,13
0,0,0,8,28
0,0,0,26,19
0,0,0,9,11
1,65,126,343,787
0,0,0,0,5
0,0,0,0,9
0,0,0,0,0
173,118,332,553,836
0,2,8,0,0
84,87,185,305,416
0,1,7,0,0
3,3,7,0,2
0,0,3,0,0
0,0,0,0,0
0,0,1,0,0
0,0,1,0,0
0,128,109,0,2
32,27,45,113,151
14,6,13,69,69
4,3,11,0,0
0,1,0,0,0
58,1,34,47,0
0,1,0,1,0
0,0,0,0,0
6,1,2,1,6
0,0,0,0,0
127,77,95,178,134
0,0,0,0,0
3,4,1,2,3
1,8,4,7,21
1,2,5,3,10
0,2,0,4,3
0,0,3,1,1
2,12,5,20,22
5,6,1,3,8
1,12,0,4,3
92,144,135,177,180
0,0,0,2,0
0,0,0,0,0
0,3,0,4,3
27,32,31,77,84
1,3,1,12,3
0,0,0,0,0
0,1,1,2,0
2,0,1,3,1
7,7,0,23,24
11,13,0,11,31
0,11,12,30,0
0,9,4,20,0
1,0,0,4,0
0,0,0,3,0
0,0,0,0,0
31,16,119,93,125
2,0,0,1,0
0,0,0,0,0
0,1,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,1,0,0,0
0,2,0,0,0
0,2,0,0,0
0,30,1,1,0
0,0,0,0,0
0,0,0,0,0
0,4,0,0,0
0,5,0,0,0
0,4,0,0,0
0,1,0,0,0
0,0,0,0,1
0,1,0,0,0
0,0,0,0,0
0,0,0,0,1
0,0,1,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,4,0,0,0
0,6,0,1,0
0,1,0,0,0
0,0,0,0,0
0,8,0,0,0
2,279,2,0,9
1,0,0,0,0
0,133,0,0,0
104,44,1,79,85
7,14,14,44,14
0,2,0,1,0
1,3,0,5,0
4,6,0,5,0
2,6,4,8,4
1,2,5,27,10
0,3,0,5,6
3,1,0,5,1
6,3,16,26,26
6,3,10,22,13
1,4,8,28,14
1,4,8,27,14
2,8,7,33,4
14,7,24,85,19
5,9,18,126,13
4,4,8,6,11
7,2,0,54,0
0,0,0,0,10
0,0,0,0,17
0,0,0,0,7
0,3,0,1,129
116,123,256,334,212
160,129,350,395,264
0,0,38,103,58
21,35,55,159,90
1,0,34,139,69
0,1,0,124,37
5,17,13,102,19
0,0,30,150,47
0,0,0,0,32
10,21,0,178,17
14,44,60,182,84
0,0,2,293,111
6,13,20,93,57
0,0,0,126,38
5,8,29,57,76
0,0,0,0,17
0,7,11,33,32
0,0,0,0,113
0,0,0,0,1
0,0,0,0,1
0,0,0,0,6
0,0,0,0,1
1,1,0,0,1
8,9,7,0,17
0,0,4,73,16
0,1,2,0,34
159,158,135,432,109
0,0,0,0,1
0,0,0,0,3
0,0,3,1,5
1,1,2,3,9
1,0,1,2,402
0,0,0,0,3
0,0,0,0,0
174,344,635,233,625
0,0,0,0,4
200,154,258,0,388
144,107,230,0,340
72,0,105,2,272
1,0,1,0,3
0,0,1,0,3
0,0,2,0,5
1,0,5,0,13
0,0,0,0,0
0,1,3,8,19
1,1,6,3,5
7,0,2,0,2
19,0,6,0,1
9,29,9,26,15
22,4,5,0,0
6,0,0,0,1
7,0,8,4,1
10,7,2,22,5
0,1,3,11,1
5,1,15,13,0
120,9,13,21,13
60,0,3,0,5
72,7,6,14,7
90,2,15,0,12
168,0,22,0,16
3,0,1,4,0
0,4,5,21,5
1,0,7,0,5
2,0,3,8,4
2,2,6,12,4
0,1,0,16,1
3,5,18,34,9
1,1,2,7,2
0,4,12,4,12
0,0,1,5,0
0,0,4,1,1
5,6,2,22,15
0,0,0,0,9
0,0,0,0,0
3,9,6,14,18
1,0,3,3,9
0,0,0,0,11
98,91,101,130,331
72,43,53,145,136
1,4,9,5,21
1,0,1,3,6
0,4,5,0,25
354,472,829,202,1092
5,5,10,46,74
5,8,9,51,72
6,7,12,36,68
9,7,28,52,160
20,5,14,295,0
3,10,7,49,25
2,2,3,38,0
1,6,10,12,31
2,4,3,30,23
4,5,1,9,8
23,87,65,28,209
20,56,36,42,145
22,65,71,29,144
4,9,11,46,31
2,12,11,23,66
5,2,6,46,0
111,0,242,0,377
276,131,743,31,998
11,16,10,9,49
0,6,2,10,35
258,269,675,180,1027
2,2,9,36,21
4,0,0,0,34
11,40,11,76,80
3,0,0,0,23
11,0,0,0,1
181,179,112,405,755
0,8,6,1,30
0,0,0,7,0
2,1,1,1,2
2,0,4,0,0
165,110,88,464,393
1,0,361,259,1
0,8,13,6,22
0,2,8,10,5
0,1,0,3,8
13,9,25,127,29
9,5,14,95,22
5,2,14,58,12
1,14,33,69,25
0,10,38,62,22
6,7,22,43,25
1,2,0,10,4
3,4,8,34,10
0,5,9,22,6
0,0,21,45,0
0,1,1,13,0
0,3,2,46,6
0,0,4,43,0
0,4,8,33,10
3,7,10,40,12
7,10,10,37,12
8,11,8,59,11
8,11,13,40,9
7,12,13,39,11
9,8,16,84,15
7,4,11,31,9
12,8,17,82,12
10,7,17,83,16
11,14,47,97,32
9,14,47,83,35
6,7,25,36,26
0,0,13,7,0
2,6,4,30,1
111,66,147,217,314
156,120,210,393,494
1,99,109,145,128
0,0,174,155,0
354,625,377,589,936
0,0,19,31,0
57,21,78,175,190
30,37,26,74,134
0,0,19,25,0
34,36,34,70,157
41,45,43,143,200
62,65,80,158,256
1,1,321,228,0
0,1,2,3,1
10,3,2,31,18
1,2,1,14,8
2,4,0,10,13
2,0,0,5,13
0,1,0,2,4
0,0,0,3,0
0,0,0,4,2
0,0,0,5,3
241,127,415,138,367
0,0,164,40,185
96,43,169,90,162
163,143,239,669,155
3,10,6,38,31
44,32,44,373,144
32,40,54,128,1
19,10,15,68,0
20,25,19,278,71
23,26,16,276,71
0,0,0,0,0
3,3,20,52,0
0,0,0,1,0
7,3,3,90,4
7,1,10,31,0
0,0,0,0,0
16,3,4,27,10
32,4,9,44,18
11,0,0,17,0
3317,2208,4462,9293,6504
26,2,65,142,0
43,51,93,418,251
0,0,1,0,0
0,0,0,0,0
0,25,1,1,0
4,2,5,48,18
0,0,0,0,0
0,15,0,0,1
18,10,35,240,159
70,176,91,477,667
54,44,56,509,228
0,0,0,0,0
62,36,68,392,286
82,78,92,460,353
89,90,98,583,400
0,60,1,0,0
43,89,146,76,0
0,93,0,1,0
38,231,94,214,350
1,0,2,0,0
83,280,108,265,481
2,144,0,1,3
1,119,0,1,1
0,159,1,0,0
30,173,62,191,293
33,120,59,144,258
0,0,0,5,0
0,93,3,1,3
23,22,51,168,77
65,75,168,233,227
0,21,0,0,0
0,80,0,2,2
0,57,0,0,0
34,27,81,158,135
43,44,100,190,179
9,10,54,44,57
14,14,64,67,90
15,13,48,49,65
24,19,88,284,101
19,21,88,218,94
34,26,94,342,124
36,27,85,278,117
45,48,104,346,153
0,33,0,0,0
52,55,107,440,171
75,58,148,389,216
70,54,159,323,229
81,65,171,390,238
125,87,306,647,291
104,56,276,703,271
51,18,107,486,195
40,19,144,151,0
36,15,130,194,1
6,5,14,24,23
12,5,45,35,0
8,10,41,37,39
9,15,63,104,54
22,22,87,144,91
23,22,89,146,99
22,19,80,132,108
10,11,65,103,84
26,24,89,104,0
38,55,140,350,152
66,125,217,402,267
40,129,72,286,299
1,68,3,1,0
100,193,294,355,483
1,35,3,30,24
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
32,55,90,168,2
0,0,0,0,0
0,49,0,1,0
72,41,144,315,250
0,61,1,0,1
22,85,29,214,147
196,115,180,595,342
0,5,0,0,0
0,0,0,0,0
7,0,0,0,24
5,0,0,0,32
2,0,0,0,18
9,0,0,0,46
1,0,1,0,4
132,117,56,2,618
3,0,0,4,5
87,178,509,91,180
0,1,4,1,5
1,4,7,6,2
63,146,240,63,110
104,75,221,118,3
108,135,216,120,5
442,348,238,994,1480
512,264,298,693,1567
0,1,1,0,18
0,0,0,43,0
2,2,6,15,10
0,5,16,34,15
0,0,1,0,5
0,0,0,0,0
0,0,0,0,0
1,2,0,8,3
8,26,0,0,74
2,2,0,8,18
623,72,2759,144,29
2,0,8,1,1
0,0,22,3,5
9,0,371,0,16
0,0,7,0,0
0,0,11,0,0
190,63,779,299,0
70,53,427,159,484
81,0,447,1,0
148,31,696,259,0
2,0,8,0,0
1,0,10,0,0
0,0,8,0,1
111,0,655,1,0
0,0,3,0,0
0,0,0,0,0
0,0,0,0,0
30,0,120,0,52
71,0,181,0,113
0,0,0,0,0
0,0,0,0,0
2,0,0,1,0
111,69,461,10,1
104,58,147,54,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,31,37,28,64
0,33,39,27,66
0,3,33,28,49
0,5,20,36,40
0,5,12,26,25
0,6,14,27,35
0,16,47,54,68
0,31,58,90,97
0,24,50,72,88
0,66,128,101,210
0,0,0,0,0
0,0,6,2,15
0,0,0,0,0
0,0,0,3,2
0,0,1,4,2
5,3,0,1,3
0,0,0,0,0
0,1,0,0,0
0,2,0,0,0
4,0,0,8,1
0,0,0,3,27
0,0,0,3,23
0,9,0,118,334
0,48,0,274,785
0,1,0,1,19
0,1,0,1,19
0,0,1,0,0
0,0,0,3,14
0,0,0,3,11
0,1,0,5,56
0,0,0,0,23
0,1,0,0,41
0,2,0,0,62
0,0,0,0,0
0,6,0,0,39
0,2,0,0,76
